Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Day of Week ,Time Slot,Ticket Status,Victim Group,Resolution Time
32257,9/8/2023,6/9/2023,06-09-2023 5:29,Mumbai,594,IDENTITY THEFT,23,F,None,Violent Crime,4,No,,Friday,Morning,Pending,Adult,N/A
20986,5/26/2022,5/24/2022,24-05-2022 22:13,Indore,136,SEXUAL ASSAULT,74,Other,Other,Violent Crime,18,Yes,9/2/2023,Tuesday,Night,Solved,Senior,464
4494,7/7/2020,6/7/2020,06-07-2020 11:17,Hyderabad,366,FIREARM OFFENSE,49,M,Poison,Fire Accident,18,Yes,9/23/2020,Sunday,Morning,Solved,Adult,78
22128,7/11/2022,10/7/2022,11-07-2022 0:51,Kolkata,480,SHOPLIFTING,78,M,Poison,Other Crime,12,No,,Friday,Morning,Pending,Senior,N/A
17029,12/13/2021,10/12/2021,11-12-2021 7:30,Patna,204,ILLEGAL POSSESSION,47,M,Knife,Other Crime,16,Yes,2/5/2022,Tuesday,Morning,Solved,Adult,54
28175,3/21/2023,3/19/2023,20-03-2023 21:46,Bangalore,396,FRAUD,57,Other,Knife,Other Crime,4,No,,Sunday,Evening,Pending,Adult,N/A
23451,9/4/2022,4/9/2022,04-09-2022 10:29,Chennai,399,ROBBERY,70,M,Blunt Object,Violent Crime,19,Yes,1/24/2023,Saturday,Morning,Solved,Senior,142
4286,6/28/2020,6/27/2020,28-06-2020 09:55,Hyderabad,552,KIDNAPPING,21,F,None,Other Crime,14,Yes,8/27/2020,Saturday,Night,Solved,Adult,60
18420,2/7/2022,6/2/2022,07-02-2022 10:40,Meerut,318,PUBLIC INTOXICATION,51,Other,Blunt Object,Other Crime,5,No,,Thursday,Morning,Pending,Adult,N/A
39924,7/23/2024,7/21/2024,22-07-2024 06:10,Agra,449,ASSAULT,64,F,Explosives,Violent Crime,9,No,,Sunday,Night,Pending,Senior,N/A
25931,12/16/2022,12/16/2022,16-12-2022 23:01,Pune,437,BURGLARY,24,F,Firearm,Other Crime,3,No,,Friday,Afternoon,Pending,Adult,N/A
28837,4/16/2023,4/16/2023,16-04-2023 14:26,Hyderabad,281,CYBERCRIME,66,M,Other,Other Crime,5,Yes,5/3/2023,Sunday,Afternoon,Solved,Senior,17
34979,12/30/2023,12/28/2023,28-12-2023 18:32,Bangalore,134,KIDNAPPING,39,F,Explosives,Other Crime,15,No,,Thursday,Night,Pending,Adult,N/A
3284,5/18/2020,5/16/2020,16-05-2020 23:21,Jaipur,375,FIREARM OFFENSE,48,F,Blunt Object,Fire Accident,8,Yes,5/26/2020,Saturday,Afternoon,Solved,Adult,8
26158,12/27/2022,12/25/2022,26-12-2022 00:51,Nagpur,322,EXTORTION,61,Other,Firearm,Other Crime,9,Yes,3/1/2023,Sunday,Night,Solved,Senior,64
32277,9/7/2023,6/9/2023,07-09-2023 15:46,Ahmedabad,532,FIREARM OFFENSE,32,F,Other,Fire Accident,13,No,,Friday,Morning,Pending,Adult,N/A
3491,5/28/2020,5/25/2020,25-05-2020 16:46,Delhi,368,FIREARM OFFENSE,26,F,Explosives,Fire Accident,13,Yes,6/20/2020,Monday,Night,Solved,Adult,23
22231,7/16/2022,7/15/2022,15-07-2022 18:40,Bhopal,197,CYBERCRIME,77,F,None,Other Crime,13,No,,Friday,Afternoon,Pending,Senior,N/A
15079,9/21/2021,9/20/2021,21-09-2021 01:53,Hyderabad,401,HOMICIDE,30,M,Knife,Other Crime,7,Yes,8/23/2022,Monday,Night,Solved,Adult,336
27308,2/12/2023,11/2/2023,11-02-2023 23:49,Kolkata,100,VEHICLE - STOLEN,64,Other,Firearm,Violent Crime,13,No,,Thursday,Morning,Pending,Senior,N/A
15767,10/21/2021,10/18/2021,19-10-2021 10:50,Srinagar,583,FIREARM OFFENSE,22,F,Firearm,Fire Accident,12,Yes,11/18/2021,Monday,Evening,Solved,Adult,28
12934,6/25/2021,6/22/2021,23-06-2021 20:22,Bhopal,258,BURGLARY,38,M,Knife,Other Crime,4,No,,Tuesday,Night,Pending,Adult,N/A
6589,10/1/2020,1/10/2020,01-10-2020 16:53,Ahmedabad,463,SHOPLIFTING,17,F,Firearm,Other Crime,3,No,,Friday,Morning,Pending,Minor,N/A
28431,4/1/2023,3/30/2023,31-03-2023 07:04,Pune,107,FRAUD,17,M,Knife,Other Crime,2,Yes,6/15/2023,Thursday,Night,Solved,Minor,75
37426,4/8/2024,8/4/2024,09-04-2024 2:43,Jaipur,210,SEXUAL ASSAULT,22,F,Blunt Object,Violent Crime,14,Yes,4/8/2025,Sunday,Morning,Solved,Adult,365
9388,1/27/2021,1/26/2021,26-01-2021 19:16,Ahmedabad,187,FRAUD,57,M,None,Other Crime,5,Yes,3/3/2021,Tuesday,Night,Solved,Adult,35
15586,10/14/2021,11/10/2021,11-10-2021 11:38,Patna,576,SHOPLIFTING,45,F,Poison,Other Crime,16,No,,Wednesday,Morning,Pending,Adult,N/A
7229,10/30/2020,10/28/2020,28-10-2020 05:52,Bangalore,315,ASSAULT,41,F,Poison,Violent Crime,16,No,,Wednesday,Night,Pending,Adult,N/A
29783,5/27/2023,5/25/2023,26-05-2023 00:15,Kolkata,576,TRAFFIC VIOLATION,75,M,Blunt Object,Traffic Fatality,19,No,,Thursday,Night,Pending,Senior,N/A
4772,7/20/2020,7/17/2020,18-07-2020 12:56,Hyderabad,119,ARSON,13,F,Explosives,Fire Accident,2,Yes,8/22/2020,Friday,Evening,Solved,Minor,33
8921,1/9/2021,6/1/2021,07-01-2021 3:07,Delhi,571,DRUG OFFENSE,27,F,None,Other Crime,8,Yes,3/12/2021,Tuesday,Morning,Solved,Adult,62
15482,10/8/2021,7/10/2021,07-10-2021 11:59,Agra,190,COUNTERFEITING,54,M,Explosives,Other Crime,18,No,,Saturday,Morning,Pending,Adult,N/A
36515,3/2/2024,1/3/2024,02-03-2024 6:26,Bangalore,419,EXTORTION,37,F,Explosives,Other Crime,17,Yes,5/18/2024,Wednesday,Morning,Solved,Adult,77
15564,10/11/2021,10/10/2021,10-10-2021 17:46,Delhi,185,ASSAULT,47,F,Firearm,Violent Crime,19,Yes,12/31/2021,Sunday,Morning,Solved,Adult,81
2610,4/19/2020,4/18/2020,18-04-2020 23:48,Kolkata,360,BURGLARY,41,F,Poison,Other Crime,14,No,,Saturday,Evening,Pending,Adult,N/A
32297,9/9/2023,7/9/2023,07-09-2023 21:46,Ahmedabad,148,FRAUD,63,F,None,Other Crime,8,Yes,12/1/2023,Sunday,Morning,Solved,Senior,83
14401,8/25/2021,8/23/2021,23-08-2021 19:32,Ahmedabad,257,COUNTERFEITING,45,M,Knife,Other Crime,16,No,,Monday,Night,Pending,Adult,N/A
29472,5/15/2023,12/5/2023,13-05-2023 19:24,Agra,121,FIREARM OFFENSE,52,F,None,Fire Accident,4,Yes,8/10/2023,Tuesday,Afternoon,Solved,Adult,87
13637,7/23/2021,7/22/2021,22-07-2021 12:39,Pune,265,ARSON,76,F,Blunt Object,Fire Accident,19,Yes,9/11/2021,Thursday,Night,Solved,Senior,50
14140,8/14/2021,12/8/2021,12-08-2021 9:11,Bangalore,372,ILLEGAL POSSESSION,37,F,Poison,Other Crime,18,No,,Wednesday,Afternoon,Pending,Adult,N/A
1655,3/11/2020,9/3/2020,09-03-2020 23:32,Chennai,461,ASSAULT,73,F,Other,Violent Crime,6,No,,Thursday,Morning,Pending,Senior,N/A
23069,8/19/2022,8/19/2022,19-08-2022 05:30,Mumbai,420,HOMICIDE,67,F,Knife,Other Crime,12,No,,Friday,Evening,Pending,Senior,N/A
5839,9/1/2020,8/31/2020,31-08-2020 12:46,Pune,398,ASSAULT,30,F,Blunt Object,Violent Crime,7,Yes,10/5/2020,Monday,Night,Solved,Adult,34
4593,7/13/2020,10/7/2020,11-07-2020 3:46,Lucknow,430,FIREARM OFFENSE,53,F,Poison,Fire Accident,17,No,,Wednesday,Morning,Pending,Adult,N/A
5691,8/27/2020,8/25/2020,26-08-2020 00:41,Delhi,194,ROBBERY,29,F,Blunt Object,Violent Crime,16,Yes,12/27/2020,Tuesday,Night,Solved,Adult,122
39748,7/16/2024,7/14/2024,14-07-2024 19:26,Delhi,381,SHOPLIFTING,20,F,Explosives,Other Crime,10,Yes,9/16/2024,Sunday,Afternoon,Solved,Adult,62
31375,8/2/2023,7/31/2023,01-08-2023 2:36,Ludhiana,505,ROBBERY,42,F,Firearm,Violent Crime,19,Yes,10/30/2023,Monday,Morning,Solved,Adult,89
21486,6/16/2022,6/14/2022,15-06-2022 04:56,Lucknow,121,VANDALISM,35,Other,None,Other Crime,14,No,,Tuesday,Afternoon,Pending,Adult,N/A
13099,6/30/2021,6/29/2021,30-06-2021 14:16,Mumbai,581,DOMESTIC VIOLENCE,15,M,None,Violent Crime,16,Yes,8/24/2021,Tuesday,Night,Solved,Minor,55
30569,6/28/2023,6/27/2023,28-06-2023 12:59,Agra,112,DRUG OFFENSE,55,F,Firearm,Other Crime,2,No,,Tuesday,Night,Pending,Adult,N/A
25592,12/4/2022,2/12/2022,02-12-2022 21:24,Agra,374,CYBERCRIME,37,F,None,Other Crime,13,No,,Saturday,Morning,Pending,Adult,N/A
5526,8/19/2020,8/18/2020,18-08-2020 22:10,Ahmedabad,185,DRUG OFFENSE,13,F,Knife,Other Crime,12,No,,Tuesday,Evening,Pending,Minor,N/A
19231,3/13/2022,12/3/2022,12-03-2022 11:15,Ahmedabad,532,ILLEGAL POSSESSION,60,M,None,Other Crime,4,No,,Saturday,Afternoon,Pending,Senior,N/A
29514,5/16/2023,5/14/2023,14-05-2023 22:51,Mumbai,322,HOMICIDE,44,F,Blunt Object,Other Crime,11,Yes,2/19/2025,Sunday,Afternoon,Solved,Adult,645
37752,4/23/2024,4/21/2024,22-04-2024 01:35,Kolkata,464,VANDALISM,57,F,Firearm,Other Crime,2,Yes,6/27/2024,Sunday,Night,Solved,Adult,65
34343,12/2/2023,1/12/2023,02-12-2023 13:40,Mumbai,335,COUNTERFEITING,21,M,Other,Other Crime,19,No,,Thursday,Morning,Pending,Adult,N/A
33474,10/28/2023,10/26/2023,27-10-2023 10:32,Chennai,434,VANDALISM,73,M,Poison,Other Crime,17,Yes,12/19/2023,Thursday,Night,Solved,Senior,52
9358,1/26/2021,1/24/2021,25-01-2021 11:16,Indore,506,FIREARM OFFENSE,15,M,Knife,Fire Accident,5,Yes,3/7/2021,Sunday,Night,Solved,Minor,40
13343,7/10/2021,9/7/2021,10-07-2021 7:27,Rajkot,416,ROBBERY,60,M,Poison,Violent Crime,16,No,,Tuesday,Morning,Pending,Senior,N/A
31386,8/1/2023,7/31/2023,01-08-2023 16:16,Bangalore,147,COUNTERFEITING,18,F,Other,Other Crime,14,No,,Monday,Morning,Pending,Adult,N/A
6622,10/3/2020,2/10/2020,03-10-2020 12:34,Mumbai,315,DRUG OFFENSE,25,F,Knife,Other Crime,5,No,,Monday,Morning,Pending,Adult,N/A
20074,4/17/2022,4/16/2022,16-04-2022 19:13,Mumbai,475,DRUG OFFENSE,24,Other,Firearm,Other Crime,6,Yes,7/11/2022,Saturday,Afternoon,Solved,Adult,85
18596,2/15/2022,2/13/2022,14-02-2022 10:55,Hyderabad,468,BURGLARY,71,Other,Firearm,Other Crime,8,Yes,5/15/2022,Sunday,Afternoon,Solved,Senior,89
10987,4/3/2021,2/4/2021,03-04-2021 2:28,Kolkata,297,TRAFFIC VIOLATION,59,M,Knife,Traffic Fatality,18,No,,Thursday,Morning,Pending,Adult,N/A
29488,5/14/2023,5/13/2023,14-05-2023 00:27,Bangalore,309,HOMICIDE,23,M,Blunt Object,Other Crime,2,No,,Saturday,Afternoon,Pending,Adult,N/A
29002,4/23/2023,4/23/2023,23-04-2023 19:12,Surat,117,ASSAULT,75,M,Other,Violent Crime,15,No,,Sunday,Night,Pending,Senior,N/A
5243,8/9/2020,6/8/2020,07-08-2020 8:34,Kolkata,403,TRAFFIC VIOLATION,25,F,Knife,Traffic Fatality,5,Yes,8/24/2020,Monday,Morning,Solved,Adult,15
29612,5/20/2023,5/18/2023,19-05-2023 09:36,Delhi,327,DRUG OFFENSE,29,M,Explosives,Other Crime,19,Yes,6/5/2023,Thursday,Evening,Solved,Adult,16
27034,2/1/2023,1/31/2023,31-01-2023 09:33,Mumbai,302,ILLEGAL POSSESSION,51,Other,Explosives,Other Crime,19,Yes,3/31/2023,Tuesday,Night,Solved,Adult,58
25751,12/8/2022,8/12/2022,09-12-2022 7:44,Vasai,170,CYBERCRIME,32,Other,None,Other Crime,1,No,,Friday,Morning,Pending,Adult,N/A
10634,3/20/2021,3/19/2021,19-03-2021 22:58,Jaipur,520,HOMICIDE,10,F,None,Other Crime,7,Yes,8/20/2022,Friday,Evening,Solved,Minor,518
8056,12/3/2020,1/12/2020,02-12-2020 0:35,Nagpur,393,HOMICIDE,27,F,None,Other Crime,1,Yes,11/5/2022,Sunday,Morning,Solved,Adult,702
8129,12/6/2020,4/12/2020,05-12-2020 9:38,Jaipur,312,PUBLIC INTOXICATION,42,M,None,Other Crime,5,Yes,1/4/2021,Sunday,Morning,Solved,Adult,29
37542,4/13/2024,4/13/2024,13-04-2024 16:46,Mumbai,229,VEHICLE - STOLEN,23,F,Poison,Violent Crime,4,Yes,5/9/2024,Saturday,Afternoon,Solved,Adult,26
32088,8/31/2023,8/29/2023,30-08-2023 15:55,Mumbai,472,ROBBERY,69,M,Poison,Violent Crime,18,No,,Tuesday,Night,Pending,Senior,N/A
12818,6/19/2021,6/18/2021,18-06-2021 05:07,Nashik,248,KIDNAPPING,64,F,Other,Other Crime,2,No,,Friday,Evening,Pending,Senior,N/A
29362,5/9/2023,8/5/2023,08-05-2023 17:35,Jaipur,283,SHOPLIFTING,20,F,Firearm,Other Crime,11,No,,Saturday,Morning,Pending,Adult,N/A
21284,6/8/2022,5/6/2022,06-06-2022 9:30,Jaipur,481,SHOPLIFTING,72,M,Explosives,Other Crime,18,Yes,8/7/2022,Friday,Morning,Solved,Senior,60
35766,1/31/2024,1/30/2024,30-01-2024 22:27,Ahmedabad,266,HOMICIDE,61,M,Explosives,Other Crime,15,Yes,6/14/2025,Tuesday,Night,Solved,Senior,500
29906,5/31/2023,5/31/2023,31-05-2023 19:03,Delhi,132,SHOPLIFTING,40,F,Poison,Other Crime,3,Yes,6/9/2023,Wednesday,Night,Solved,Adult,9
232,1/12/2020,10/1/2020,11-01-2020 4:38,Patna,547,ARSON,32,F,None,Fire Accident,12,Yes,2/15/2020,Thursday,Morning,Solved,Adult,34
3978,6/16/2020,6/14/2020,15-06-2020 03:58,Mumbai,324,SHOPLIFTING,21,F,Explosives,Other Crime,1,Yes,8/8/2020,Sunday,Afternoon,Solved,Adult,53
22205,7/14/2022,7/14/2022,14-07-2022 14:40,Bangalore,439,SEXUAL ASSAULT,29,M,Knife,Violent Crime,18,Yes,5/30/2024,Thursday,Afternoon,Solved,Adult,686
37909,4/29/2024,4/28/2024,28-04-2024 21:37,Mumbai,416,DRUG OFFENSE,50,F,Poison,Other Crime,16,No,,Sunday,Night,Pending,Adult,N/A
25444,11/27/2022,11/26/2022,26-11-2022 07:25,Delhi,407,SEXUAL ASSAULT,39,M,Poison,Violent Crime,2,Yes,8/2/2023,Saturday,Night,Solved,Adult,248
21063,5/28/2022,5/27/2022,28-05-2022 04:35,Bangalore,232,TRAFFIC VIOLATION,66,F,Blunt Object,Traffic Fatality,13,No,,Friday,Night,Pending,Senior,N/A
31550,8/8/2023,7/8/2023,07-08-2023 15:09,Bangalore,369,SEXUAL ASSAULT,43,M,None,Violent Crime,17,Yes,5/16/2024,Saturday,Morning,Solved,Adult,282
29910,6/1/2023,5/31/2023,31-05-2023 09:55,Pune,127,VEHICLE - STOLEN,66,M,Blunt Object,Violent Crime,4,Yes,6/12/2023,Wednesday,Night,Solved,Senior,11
3041,5/9/2020,6/5/2020,06-05-2020 17:44,Agra,481,SHOPLIFTING,51,F,Knife,Other Crime,16,Yes,7/21/2020,Friday,Morning,Solved,Adult,73
37758,4/22/2024,4/22/2024,22-04-2024 21:30,Bangalore,506,DRUG OFFENSE,42,M,Other,Other Crime,14,Yes,5/5/2024,Monday,Night,Solved,Adult,13
31553,8/10/2023,7/8/2023,08-08-2023 15:06,Delhi,595,TRAFFIC VIOLATION,24,F,Blunt Object,Traffic Fatality,2,Yes,8/18/2023,Saturday,Morning,Solved,Adult,8
26999,1/31/2023,1/29/2023,30-01-2023 07:39,Thane,347,ASSAULT,65,F,Other,Violent Crime,6,Yes,4/8/2023,Sunday,Night,Solved,Senior,67
23920,9/23/2022,9/23/2022,23-09-2022 20:23,Delhi,520,COUNTERFEITING,50,Other,Other,Other Crime,7,No,,Friday,Night,Pending,Adult,N/A
11605,4/28/2021,4/28/2021,28-04-2021 21:27,Kolkata,520,FIREARM OFFENSE,77,F,Poison,Fire Accident,6,No,,Wednesday,Night,Pending,Senior,N/A
35249,1/9/2024,8/1/2024,09-01-2024 2:08,Mumbai,160,BURGLARY,38,M,Other,Other Crime,13,No,,Thursday,Morning,Pending,Adult,N/A
33258,10/19/2023,10/17/2023,18-10-2023 04:38,Surat,233,CYBERCRIME,57,F,Blunt Object,Other Crime,18,No,,Tuesday,Evening,Pending,Adult,N/A
35464,1/19/2024,1/17/2024,18-01-2024 11:27,Pune,406,EXTORTION,20,M,Blunt Object,Other Crime,16,Yes,4/13/2024,Wednesday,Evening,Solved,Adult,85
36146,2/16/2024,2/15/2024,15-02-2024 15:46,Ahmedabad,263,HOMICIDE,65,F,Blunt Object,Other Crime,6,Yes,11/24/2025,Thursday,Afternoon,Solved,Senior,647
21201,6/2/2022,2/6/2022,02-06-2022 22:17,Delhi,117,PUBLIC INTOXICATION,32,M,Explosives,Other Crime,13,Yes,6/7/2022,Sunday,Morning,Solved,Adult,5
20483,5/3/2022,3/5/2022,03-05-2022 18:30,Mumbai,505,SEXUAL ASSAULT,64,M,Firearm,Violent Crime,9,Yes,3/11/2024,Saturday,Morning,Solved,Senior,678
94,1/6/2020,4/1/2020,05-01-2020 8:12,Mumbai,272,SEXUAL ASSAULT,42,F,Firearm,Violent Crime,3,No,,Wednesday,Morning,Pending,Adult,N/A
37171,3/29/2024,3/28/2024,29-03-2024 12:07,Varanasi,136,EXTORTION,56,F,Firearm,Other Crime,4,No,,Thursday,Night,Pending,Adult,N/A
27677,2/28/2023,2/27/2023,28-02-2023 00:31,Hyderabad,308,VEHICLE - STOLEN,78,F,Poison,Violent Crime,3,No,,Monday,Night,Pending,Senior,N/A
35067,1/3/2024,1/1/2024,01-01-2024 17:45,Chennai,233,HOMICIDE,13,M,Poison,Other Crime,9,Yes,12/16/2025,Monday,Morning,Solved,Minor,713
11388,4/20/2021,4/19/2021,20-04-2021 01:33,Mumbai,155,TRAFFIC VIOLATION,28,F,Knife,Traffic Fatality,3,Yes,5/12/2021,Monday,Evening,Solved,Adult,22
26963,1/28/2023,1/28/2023,28-01-2023 15:13,Agra,287,VANDALISM,51,F,None,Other Crime,2,Yes,3/26/2023,Saturday,Night,Solved,Adult,57
19344,3/18/2022,3/16/2022,17-03-2022 07:48,Faridabad,136,ARSON,73,Other,Blunt Object,Fire Accident,8,No,,Wednesday,Evening,Pending,Senior,N/A
18497,2/11/2022,9/2/2022,10-02-2022 9:47,Chennai,339,CYBERCRIME,62,M,Other,Other Crime,1,Yes,3/23/2022,Friday,Morning,Solved,Senior,40
29411,5/13/2023,10/5/2023,10-05-2023 10:00,Pune,473,CYBERCRIME,22,M,None,Other Crime,13,No,,Thursday,Morning,Pending,Adult,N/A
31101,7/20/2023,7/19/2023,20-07-2023 09:12,Surat,310,ARSON,67,M,Firearm,Fire Accident,19,No,,Wednesday,Evening,Pending,Senior,N/A
8613,12/27/2020,12/24/2020,25-12-2020 14:42,Mumbai,397,EXTORTION,23,M,Poison,Other Crime,5,Yes,2/26/2021,Thursday,Night,Solved,Adult,61
33235,10/18/2023,10/16/2023,17-10-2023 06:27,Delhi,323,DRUG OFFENSE,55,M,Poison,Other Crime,6,No,,Monday,Evening,Pending,Adult,N/A
39307,6/27/2024,6/25/2024,26-06-2024 17:02,Delhi,221,SEXUAL ASSAULT,64,M,None,Violent Crime,8,Yes,11/20/2025,Tuesday,Night,Solved,Senior,511
16103,11/4/2021,1/11/2021,02-11-2021 6:09,Delhi,394,KIDNAPPING,49,F,Explosives,Other Crime,2,Yes,11/26/2021,Monday,Morning,Solved,Adult,22
9983,2/20/2021,2/19/2021,20-02-2021 01:48,Ghaziabad,560,PUBLIC INTOXICATION,52,F,Knife,Other Crime,6,No,,Friday,Evening,Pending,Adult,N/A
9312,1/23/2021,1/22/2021,23-01-2021 08:08,Bhopal,373,FRAUD,25,Other,Firearm,Other Crime,2,No,,Friday,Night,Pending,Adult,N/A
13167,7/4/2021,2/7/2021,03-07-2021 3:38,Bangalore,263,SEXUAL ASSAULT,15,M,Firearm,Violent Crime,17,No,,Sunday,Morning,Pending,Minor,N/A
14205,8/16/2021,8/14/2021,15-08-2021 07:53,Agra,524,COUNTERFEITING,16,F,Firearm,Other Crime,9,Yes,10/12/2021,Saturday,Afternoon,Solved,Minor,57
3921,6/13/2020,12/6/2020,12-06-2020 21:54,Patna,237,KIDNAPPING,59,F,Other,Other Crime,3,Yes,8/18/2020,Sunday,Afternoon,Solved,Adult,66
34538,12/12/2023,10/12/2023,10-12-2023 9:59,Surat,554,FRAUD,74,M,Blunt Object,Other Crime,13,Yes,1/8/2024,Thursday,Morning,Solved,Senior,27
2305,4/8/2020,6/4/2020,06-04-2020 1:10,Lucknow,564,ASSAULT,77,F,None,Violent Crime,18,Yes,4/24/2020,Thursday,Morning,Solved,Senior,16
38420,5/21/2024,5/19/2024,20-05-2024 01:19,Ahmedabad,276,ASSAULT,17,F,Blunt Object,Violent Crime,12,No,,Sunday,Evening,Pending,Minor,N/A
40141,7/31/2024,7/30/2024,30-07-2024 12:44,Indore,157,ASSAULT,31,F,Knife,Violent Crime,12,No,,Tuesday,Night,Pending,Adult,N/A
24799,10/30/2022,10/30/2022,30-10-2022 17:46,Agra,460,VEHICLE - STOLEN,26,F,None,Violent Crime,1,No,,Sunday,Night,Pending,Adult,N/A
7051,10/21/2020,10/20/2020,21-10-2020 03:33,Bangalore,113,VEHICLE - STOLEN,61,M,Explosives,Violent Crime,9,Yes,11/10/2020,Tuesday,Night,Solved,Senior,20
37072,3/26/2024,3/24/2024,25-03-2024 07:56,Kolkata,331,TRAFFIC VIOLATION,78,F,Firearm,Traffic Fatality,6,Yes,3/29/2024,Sunday,Night,Solved,Senior,3
34693,12/18/2023,12/16/2023,17-12-2023 10:17,Kolkata,156,KIDNAPPING,41,F,Knife,Other Crime,14,Yes,2/3/2024,Saturday,Evening,Solved,Adult,47
27171,2/6/2023,6/2/2023,07-02-2023 1:17,Kanpur,598,CYBERCRIME,20,M,Explosives,Other Crime,4,No,,Friday,Morning,Pending,Adult,N/A
25722,12/10/2022,7/12/2022,08-12-2022 6:21,Indore,516,FRAUD,32,F,Explosives,Other Crime,15,Yes,2/7/2023,Tuesday,Morning,Solved,Adult,59
35093,1/2/2024,2/1/2024,02-01-2024 15:32,Pune,250,ILLEGAL POSSESSION,10,F,Explosives,Other Crime,2,Yes,2/21/2024,Thursday,Morning,Solved,Minor,50
18480,2/9/2022,8/2/2022,09-02-2022 4:30,Patna,485,ARSON,20,M,Explosives,Fire Accident,5,Yes,2/27/2022,Tuesday,Morning,Solved,Adult,18
12504,6/6/2021,4/6/2021,05-06-2021 22:27,Ahmedabad,566,CYBERCRIME,65,F,Explosives,Other Crime,11,No,,Tuesday,Morning,Pending,Senior,N/A
15719,10/19/2021,10/16/2021,17-10-2021 20:13,Delhi,171,HOMICIDE,45,F,Firearm,Other Crime,7,No,,Saturday,Evening,Pending,Adult,N/A
19744,4/3/2022,2/4/2022,03-04-2022 8:58,Thane,545,TRAFFIC VIOLATION,11,M,Other,Traffic Fatality,9,No,,Friday,Morning,Pending,Minor,N/A
39806,7/16/2024,7/16/2024,16-07-2024 21:50,Ludhiana,144,KIDNAPPING,24,F,Explosives,Other Crime,8,Yes,9/17/2024,Tuesday,Afternoon,Solved,Adult,63
24560,10/21/2022,10/20/2022,21-10-2022 06:24,Mumbai,199,IDENTITY THEFT,40,M,Explosives,Violent Crime,18,No,,Thursday,Night,Pending,Adult,N/A
16673,11/28/2021,11/25/2021,26-11-2021 00:22,Patna,117,SHOPLIFTING,11,F,Firearm,Other Crime,7,No,,Thursday,Night,Pending,Minor,N/A
8248,12/10/2020,9/12/2020,09-12-2020 15:30,Delhi,352,HOMICIDE,62,M,Firearm,Other Crime,17,Yes,10/8/2022,Saturday,Morning,Solved,Senior,667
38382,5/18/2024,5/18/2024,18-05-2024 14:38,Jaipur,215,BURGLARY,43,F,Poison,Other Crime,7,No,,Saturday,Evening,Pending,Adult,N/A
15119,9/22/2021,9/21/2021,21-09-2021 22:42,Hyderabad,360,FIREARM OFFENSE,15,F,Blunt Object,Fire Accident,7,Yes,10/17/2021,Tuesday,Night,Solved,Minor,25
12112,5/21/2021,5/19/2021,19-05-2021 18:07,Hyderabad,382,SEXUAL ASSAULT,11,M,Other,Violent Crime,17,No,,Wednesday,Evening,Pending,Minor,N/A
6812,10/11/2020,10/10/2020,11-10-2020 15:42,Chennai,539,ARSON,32,M,None,Fire Accident,10,No,,Saturday,Morning,Pending,Adult,N/A
39489,7/4/2024,3/7/2024,03-07-2024 17:23,Delhi,118,ILLEGAL POSSESSION,60,M,Blunt Object,Other Crime,11,Yes,8/18/2024,Thursday,Morning,Solved,Senior,45
12080,5/21/2021,5/18/2021,18-05-2021 09:49,Delhi,390,DOMESTIC VIOLENCE,27,F,Blunt Object,Violent Crime,1,No,,Tuesday,Evening,Pending,Adult,N/A
7131,10/24/2020,10/24/2020,24-10-2020 03:56,Bangalore,304,KIDNAPPING,60,F,Firearm,Other Crime,7,Yes,12/30/2020,Saturday,Night,Solved,Senior,67
26357,1/5/2023,3/1/2023,03-01-2023 14:12,Ludhiana,432,VEHICLE - STOLEN,67,M,None,Violent Crime,3,Yes,1/12/2023,Wednesday,Morning,Solved,Senior,7
28873,4/20/2023,4/18/2023,18-04-2023 20:30,Jaipur,542,PUBLIC INTOXICATION,32,Other,Explosives,Other Crime,9,No,,Tuesday,Evening,Pending,Adult,N/A
9243,1/21/2021,1/20/2021,21-01-2021 00:08,Ghaziabad,117,DRUG OFFENSE,57,F,Poison,Other Crime,18,Yes,3/14/2021,Wednesday,Night,Solved,Adult,52
20070,4/18/2022,4/16/2022,17-04-2022 00:30,Mumbai,540,VANDALISM,40,Other,Poison,Other Crime,11,Yes,4/26/2022,Saturday,Evening,Solved,Adult,8
10290,3/7/2021,4/3/2021,04-03-2021 17:26,Indore,195,KIDNAPPING,58,M,Explosives,Other Crime,1,No,,Saturday,Morning,Pending,Adult,N/A
36398,2/26/2024,2/25/2024,25-02-2024 18:25,Mumbai,526,SEXUAL ASSAULT,50,F,Blunt Object,Violent Crime,18,No,,Sunday,Night,Pending,Adult,N/A
22223,7/17/2022,7/14/2022,15-07-2022 09:02,Visakhapatnam,480,TRAFFIC VIOLATION,20,Other,None,Traffic Fatality,15,No,,Thursday,Afternoon,Pending,Adult,N/A
29754,5/25/2023,5/24/2023,25-05-2023 12:51,Jaipur,174,EXTORTION,39,F,Knife,Other Crime,7,Yes,6/15/2023,Wednesday,Night,Solved,Adult,21
29670,5/23/2023,5/21/2023,22-05-2023 01:20,Ahmedabad,203,ROBBERY,61,M,Poison,Violent Crime,18,No,,Sunday,Night,Pending,Senior,N/A
